Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization
G6918	b1695	1777196	1778347	G6918-MONOMER	PARTIAL
EG30018	b2693	2818198	2818274	argY-tRNA	WELL-CHARACTERIZED
EG11821	b0451	472966	474252	AMTB-MONOMER	WELL-CHARACTERIZED
EG12760	b3127	3273573	3274907	YHAU-MONOMER	WELL-CHARACTERIZED
EG10441	b0912	963828	964112	PD00348	WELL-CHARACTERIZED
EG10916	b3311	3448314	3448568	EG10916-MONOMER	WELL-CHARACTERIZED
EG11040	b4054	4267114	4268307	TYRB-MONOMER	WELL-CHARACTERIZED
EG10898	b3202	3344717	3346150	RPON-MONOMER	WELL-CHARACTERIZED
EG10948	b1479	1553972	1555669	MALIC-NAD-MONOMER	WELL-CHARACTERIZED
G7330	b2536	2666707	2667846	HCAT-MONOMER	PARTIAL
EG11074	b3565	3729443	3730765	XYLISOM-MONOMER	WELL-CHARACTERIZED
G6170	b0300	316450	317136	G6170-MONOMER	
G7035	b1904	1988222	1988545	G7035-MONOMER	UNCHARACTERIZED
EG30087	b3278	3427221	3428762	RRSD-RRNA	WELL-CHARACTERIZED
EG11180	b3291	3438024	3438434	EG11180-MONOMER	WELL-CHARACTERIZED
G6125	b0250	265620	266087	G6125-MONOMER	UNCHARACTERIZED
G363	b1078	1134729	1135511	FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN	PARTIAL
G6866	b1615	1691586	1692851	G6866-MONOMER	PARTIAL
G6151	b0280	295139	295579	G6151-MONOMER	UNCHARACTERIZED
G6114	b0230	250072	250827	G6114-MONOMER	
EG10361	b2662	2792735	2794015	GABATRANSAM-MONOMER	WELL-CHARACTERIZED
EG10903	b3296	3441055	3441675	EG10903-MONOMER	WELL-CHARACTERIZED
G6727	b1408	1477621	1478226	G6727-MONOMER	UNCHARACTERIZED
EG12269	b3548	3712236	3712934	EG12269-MONOMER	UNCHARACTERIZED
EG11207	b4012	4213680	4214123	EG11207-MONOMER	WELL-CHARACTERIZED
EG10401	b2240	2351016	2352374	GLPT-MONOMER	WELL-CHARACTERIZED
G0-17009	b4764	765050	765150	RNA0-403	WELL-CHARACTERIZED
EG30098	b3864	4049899	4050009	SPF-RNA	WELL-CHARACTERIZED
G7598	b3079	3227801	3228871	G7598-MONOMER	UNCHARACTERIZED
G6276	b0506	533011	533826	G6276-MONOMER	WELL-CHARACTERIZED
EG30056	b2404	2521253	2521328	lysV-tRNA	WELL-CHARACTERIZED
EG11913	b3954	4147466	4148317	EG11913-MONOMER	PARTIAL
G7563	b3010	3154262	3155218	G7563-MONOMER	WELL-CHARACTERIZED
EG12799	b3193	3337910	3338461	EG12799-MONOMER	WELL-CHARACTERIZED
G0-10597	b4607	2700059	2700377		
EG20110	b3350	3478802	3480607	KEFB-MONOMER	WELL-CHARACTERIZED
EG11206	b4011	4213234	4213617	EG11206-MONOMER	PARTIAL
G6341	b0615	648039	649571	CITTRANS-MONOMER	WELL-CHARACTERIZED
EG11746	b0133	147944	148795	PANTOATE-BETA-ALANINE-LIG-MONOMER	WELL-CHARACTERIZED
G7366	b2631	2766984	2767355	G7366-MONOMER	PARTIAL
G6677	b1346	1413237	1413452	G6677-MONOMER	WELL-CHARACTERIZED
G6762	b1451	1520963	1523065	G6762-MONOMER	PARTIAL
G26				MONOMER0-4223	UNCHARACTERIZED
EG12271	b3552	3716547	3717206	EG12271-MONOMER	PARTIAL
EG10738	b3821	4004862	4005731	MONOMER0-341	WELL-CHARACTERIZED
G0-10614	b4627	266553	266774		
G7219	b2350	2467855	2468217	G7219-MONOMER	WELL-CHARACTERIZED
EG30048	b4370	4606315	4606401	leuQ-tRNA	WELL-CHARACTERIZED
G7396	b2666	2796870	2797028	G7396-MONOMER	PARTIAL
EG12058	b2200	2296362	2297024	CCMB-MONOMER	WELL-CHARACTERIZED
EG11984	b2033	2104494	2105084	EG11984-MONOMER	PARTIAL
EG11964	b3602	3776665	3777027	EG11964-MONOMER	UNCHARACTERIZED
G6107	b0223	244327	245094	G6107-MONOMER	PARTIAL
EG10508	b0421	440202	441101	FPPSYN-MONOMER	WELL-CHARACTERIZED
G0-8874	b4457	4051036	4051281	CSRC-RNA	PARTIAL
G7050	b1957	2028188	2028370	G7050-MONOMER	UNCHARACTERIZED
G7197	b2305	2422649	2423539	G7197-MONOMER	PARTIAL
EG11132	b1703	1787445	1788278	EG11132-MONOMER	PARTIAL
G7133	b2101	2182035	2182781	G7133-MONOMER	PARTIAL
G7387	b2652	2785762	2785837	RNA0-305	WELL-CHARACTERIZED
G6343	b0617	650487	650783	ACPSUB-MONOMER	WELL-CHARACTERIZED
G7338	b2544	2673816	2674688	G7338-MONOMER	PARTIAL
G7291	b2461	2574978	2575457	G7291-MONOMER	PARTIAL
G6508	b0987	1049439	1049744	G6508-MONOMER	PARTIAL
EG11704	b0462	481254	484403	ACRB-MONOMER	WELL-CHARACTERIZED
EG10112	b0314	329463	331496	BETT-MONOMER	WELL-CHARACTERIZED
EG10823	b2699	2822708	2823769	EG10823-MONOMER	WELL-CHARACTERIZED
EG10565	b0403	422518	424332	MALTODEXGLUCOSID-MONOMER	WELL-CHARACTERIZED
G0-16747	b4753	3032939	3033010	MONOMER0-4431	UNCHARACTERIZED
EG10781	b2585	2722727	2724082	PHOSPHASERSYN-MONOMER	WELL-CHARACTERIZED
EG10240	b0015	14168	15298	EG10240-MONOMER	WELL-CHARACTERIZED
EG12443	b2959	3101807	3102133	EG12443-MONOMER	WELL-CHARACTERIZED
EG11175	b3124	3270625	3271770	GKI-MONOMER	WELL-CHARACTERIZED
EG12260	b3533	3692618	3695236	EG12260-MONOMER	WELL-CHARACTERIZED
G6839	b1581	1653927	1655141	G6839-MONOMER	UNCHARACTERIZED
EG11649	b0208	229967	230881	EG11649-MONOMER	PARTIAL
EG12235	b3501	3648528	3648881	EG12235-MONOMER	WELL-CHARACTERIZED
G0-10704		4001191	4001334		
M007	b2104	2184513	2185301	THZ-KIN-MONOMER	WELL-CHARACTERIZED
G6430	b0830	869411	870949	YLIB-MONOMER	WELL-CHARACTERIZED
G7916	b4306	4532437	4533183	G7916-MONOMER	PARTIAL
G6750	b1439	1510003	1511409	G6750-MONOMER	PARTIAL
EG30055	b0743	780554	780629	lysT-tRNA	WELL-CHARACTERIZED
G7270	b2438	2555228	2555728	G7270-MONOMER	PARTIAL
G6752	b1441	1512817	1513830	YDCT-MONOMER	PARTIAL
EG10267	b3266	3415033	3418137	ACRF-MONOMER	WELL-CHARACTERIZED
EG10017	b3187	3333710	3334681	OPPSYN-MONOMER	WELL-CHARACTERIZED
G6532	b1025	1092876	1094234	G6532-MONOMER	WELL-CHARACTERIZED
EG10630	b0750	782085	783128	QUINOLINATE-SYNTHA-MONOMER	WELL-CHARACTERIZED
EG10334	b3844	4026527	4027228	FMNREDUCT-MONOMER	WELL-CHARACTERIZED
G0-16728	b4733	568695	568844	MONOMER0-4410	UNCHARACTERIZED
EG12446	b2602	2741360	2741725	EG12446-MONOMER	UNCHARACTERIZED
EG12231	b3494	3639385	3639720	EG12231-MONOMER	PARTIAL
G7675	b3221	3369014	3369478	G7675-MONOMER	WELL-CHARACTERIZED
EG12394	b1778	1862016	1862429	EG12394-MONOMER	WELL-CHARACTERIZED
EG12881	b2238	2349687	2349893	EG12881-MONOMER	
EG10461	b0473	495120	496994	EG10461-MONOMER	WELL-CHARACTERIZED
G6377	b0705	736900	737961	G6377-MONOMER	
EG10058	b1900	1983555	1985069	ARAG-MONOMER	WELL-CHARACTERIZED
EG11117	b1063	1122713	1123273	EG11117-MONOMER	PARTIAL
EG11723	b3713	3894652	3895218	EG11723-MONOMER	PARTIAL
EG11601	b2522	2654157	2654933	EG11601-MONOMER	UNCHARACTERIZED
G7243	b2380	2498671	2500368	MONOMER0-4287 // G7243-MONOMER	WELL-CHARACTERIZED
G7619	b3105	3253318	3254214	G7619-MONOMER	WELL-CHARACTERIZED
EG10938	b0408	427647	429494	SECD	WELL-CHARACTERIZED
EG10214	b0092	102233	103153	DALADALALIGB-MONOMER	WELL-CHARACTERIZED
G7841	b4161	4390457	4391509	G7841-MONOMER	WELL-CHARACTERIZED
EG12587	b4356	4593361	4594722	YJIZ-MONOMER	WELL-CHARACTERIZED
EG10669	b0957	1019013	1020053	EG10669-MONOMER	WELL-CHARACTERIZED
G7489	b2870	3006262	3007452	G7489-MONOMER	PARTIAL
G6656	b1318	1380821	1381789	YCJV-MONOMER	
G6670	b1338	1403255	1404565	G6670-MONOMER	WELL-CHARACTERIZED
G7005	b1832	1915631	1916128	G7005-MONOMER	PARTIAL
EG11423	b3623	3798239	3799312	EG11423-MONOMER	PARTIAL
EG12606	b1095	1151939	1153180	3-OXOACYL-ACP-SYNTHII-MONOMER	WELL-CHARACTERIZED
EG11302	b1573	1648823	1649041	EG11302-MONOMER	UNCHARACTERIZED
EG12393	b3063	3208024	3209487	YGJE-MONOMER	WELL-CHARACTERIZED
G7086	b2006	2077940	2078134	G7086-MONOMER	UNCHARACTERIZED
G7123	b2086	2168712	2169611	G7123-MONOMER	PARTIAL
EG10035	b1415	1488232	1489671	LACTALDDEHYDROG-MONOMER	WELL-CHARACTERIZED
G7894	b4272	4498272	4498637	MONOMER0-4254	PARTIAL
G7850	b4185	4412387	4413025	G7850-MONOMER	UNCHARACTERIZED
EG10336	b2167	2259719	2261410	FRUA-MONOMER	WELL-CHARACTERIZED
EG11161	b2928	3073976	3074689	EG11161-MONOMER	UNCHARACTERIZED
EG10126	b3966	4163639	4165483	EG10126-MONOMER	WELL-CHARACTERIZED
EG10992	b3119	3267380	3267598	PD03292	PARTIAL
G7459	b2830	2968447	2968977	G7459-MONOMER	WELL-CHARACTERIZED
EG10029	b2213	2309341	2310405	PD00230	WELL-CHARACTERIZED
EG11322	b0415	434647	435117	LUMAZINESYN-MONOMER	WELL-CHARACTERIZED
G6994	b1810	1894133	1894432	G6994-MONOMER	UNCHARACTERIZED
EG10975	b2576	2712896	2714230	EG10975-MONOMER	WELL-CHARACTERIZED
G6822	b1549	1637047	1637457	G6822-MONOMER	UNCHARACTERIZED
G0-8885	b4437	2153646	2153781	RYED-RNA	PARTIAL
G7549	b2983	3131341	3132408	G7549-MONOMER	PARTIAL
EG11204	b3967	4165428	4166285	GLUTRACE-MONOMER	WELL-CHARACTERIZED
G6216	b0364	384059	384616	G6216-MONOMER	PARTIAL
G0-10703		3367613	3367770		
G6748	b1437	1509250	1509447		
EG12112	b2624	2758644	2758856	PD02850	PARTIAL
EG11967	b1082	1138378	1140021	EG11967-MONOMER	PARTIAL
EG11341	b3632	3807064	3808098	EG11341-MONOMER	WELL-CHARACTERIZED
EG11081	b0029	26277	27227	EG11081-MONOMER	WELL-CHARACTERIZED
G7471	b2851	2991268	2991759	G7471-MONOMER	PARTIAL
G0-10574	b4603	2033649	2033739	RNA0-327	WELL-CHARACTERIZED
EG10805	b4245	4471460	4472395	ASPCARBCAT-MONOMER	WELL-CHARACTERIZED
G0-10463	b4547	2592762	2592962	MONOMER0-2685	UNCHARACTERIZED
G0-10694	b4704	3657985	3658054	RNA0-351	WELL-CHARACTERIZED
EG12314	b0101	111649	111846	EG12314-MONOMER	WELL-CHARACTERIZED
G7837	b4149	4377189	4377722	G7837-MONOMER	PARTIAL
EG11590	b3990	4190735	4191868	THIH-MONOMER	WELL-CHARACTERIZED
G6812	b1526	1614804	1615685	G6812-MONOMER	PARTIAL
EG10162	b2048	2121609	2122979	PHOSMANMUT-MONOMER	WELL-CHARACTERIZED
G357	b1072	1130204	1130863	G357-MONOMER	PARTIAL
EG11038	b1610	1684259	1685188	EG11038-MONOMER	WELL-CHARACTERIZED
M014	b0351	372921	373871	MHPF-MONOMER	WELL-CHARACTERIZED
G7028	b1880	1965043	1966191	G7028-MONOMER	WELL-CHARACTERIZED
EG10504	b0884	926225	926443	EG10504-MONOMER	PARTIAL
EG12379	b1868	1951395	1952213	EG12379-MONOMER	UNCHARACTERIZED
G7910	b4297	4522127	4524094	G7910-MONOMER	WELL-CHARACTERIZED
EG10989	b3118	3266127	3267065	PD00268	WELL-CHARACTERIZED
G7102	b2057	2130853	2132070	G7102-MONOMER	WELL-CHARACTERIZED
G6979	b1793	1877278	1877532	G6979-MONOMER	UNCHARACTERIZED
EG12702	b0901	949668	950258	EG12702-MONOMER	PARTIAL
G7647	b3153	3298974	3299492	G7647-MONOMER	WELL-CHARACTERIZED
G7507	b2888	3031367	3032815	YGFU-MONOMER	WELL-CHARACTERIZED
EG11894	b2012	2084226	2084453	EG11894-MONOMER	PARTIAL
G0-16668	b4652	3769948	3770146		
G7493	b2874	3011461	3012393	G7493-MONOMER	PARTIAL
G6911	b1685	1764934	1765122	G6911-MONOMER	UNCHARACTERIZED
EG11957	b4085	4307783	4308478	EG11957-MONOMER	WELL-CHARACTERIZED
EG11802	b2993	3140792	3141286	EG11802-MONOMER	WELL-CHARACTERIZED
EG11743	b1495	1575247	1577619	EG11743-MONOMER	PARTIAL
G6858	b1600	1673136	1673501	B1600-MONOMER	WELL-CHARACTERIZED
G7429	b2759	2882155	2882637	G7429-MONOMER	WELL-CHARACTERIZED
G7621	b3107	3255043	3255207	G7621-MONOMER	UNCHARACTERIZED
EG10516	b0695	721730	724414	KDPD-MONOMER	WELL-CHARACTERIZED
EG10061	b4401	4639590	4640306	PHOSPHO-ARCA // ARCA-MONOMER	WELL-CHARACTERIZED
EG10707	b2599	2737745	2738905	CHORISMUTPREPHENDEHYDRAT-MONOMER	WELL-CHARACTERIZED
EG12436	b0176	196546	197898	EG12436-MONOMER	WELL-CHARACTERIZED
G6804	b1517	1606100	1606975	G6804-MONOMER	WELL-CHARACTERIZED
EG11253	b0925	981047	982894	EG11253-MONOMER	WELL-CHARACTERIZED
G7578	b3031	3175425	3176006	G7578-MONOMER	PARTIAL
EG12437	b2260	2373648	2375003	O-SUCCINYLBENZOATE-COA-LIG-MONOMER	WELL-CHARACTERIZED
G0-8912		3121358	3121579		
G7915	b4303	4528111	4528917	G7915-MONOMER	PARTIAL
EG11850	b3885	4075553	4076152	EG11850-MONOMER	WELL-CHARACTERIZED
G0-9605	b4421	1269703	1269810	MONOMER0-1602	PARTIAL
G6582	b1137	1196867	1197532	G6582-MONOMER	PARTIAL
EG10434	b3802	3986686	3987882	EG10434-MONOMER	UNCHARACTERIZED
G7616	b3102	3251024	3252010	G7616-MONOMER	PARTIAL
EG12557	b4305	4530530	4531651	SGCB-MONOMER	PARTIAL
EG12344	b1303	1366935	1367912	EG12344-MONOMER	WELL-CHARACTERIZED
G0-10592	b4597	1491442	1491506	RNA0-328	WELL-CHARACTERIZED
EG10814	b3749	3933778	3935283	RBSA-MONOMER	WELL-CHARACTERIZED
EG10246	b0211	232597	233955	EG10246-MONOMER	WELL-CHARACTERIZED
G6110	b0226	246242	246502	G6110-MONOMER	WELL-CHARACTERIZED
G7174	b2267	2381082	2381543	G7174-MONOMER	PARTIAL
G6262	b0486	512576	513868	B0486-MONOMER	PARTIAL
EG12600	b4394	4633233	4633745	EG12600-MONOMER	WELL-CHARACTERIZED
G6869	b1625	1704949	1705164	G6869-MONOMER	PARTIAL
G0-16741	b4747	1579545	1579667	MONOMER0-4424	UNCHARACTERIZED
EG10560	b3417	3550080	3552473	MALDEXPHOSPHORYL-MONOMER	WELL-CHARACTERIZED
EG10283	b4232	4454611	4455609	F16B-MONOMER	WELL-CHARACTERIZED
EG11426	b3624	3799345	3800196	EG11426-MONOMER	WELL-CHARACTERIZED
G7257	b2409	2525930	2526856	G7257-MONOMER	PARTIAL
EG10658	b2477	2597831	2598865	EG10658-MONOMER	PARTIAL
G7851	b4188	4416017	4416292	G7851-MONOMER	PARTIAL
G7304	b2487	2608487	2610154	MONOMER0-150	PARTIAL
EG12272	b3553	3717310	3718284	MONOMER-43	WELL-CHARACTERIZED
EG10298	b0589	620196	621188	FEPG-MONOMER	WELL-CHARACTERIZED
EG11102	b0477	500125	501429	GSK-MONOMER	WELL-CHARACTERIZED
EG10368	b2927	3072672	3073691	ERYTH4PDEHYDROG-MONOMER	WELL-CHARACTERIZED
EG11814	b0997	1059256	1061802	TORA-MONOMER	WELL-CHARACTERIZED
EG11042	b1323	1386720	1388261	PD00413	WELL-CHARACTERIZED
G6506	b0985	1047945	1048691	G6506-MONOMER	PARTIAL
G6796	b1506	1590334	1590536	G6796-MONOMER	
G6900	b1672	1751077	1751724	G6900-MONOMER	UNCHARACTERIZED
G6512	b0991	1051847	1052077	G6512-MONOMER	UNCHARACTERIZED
G7430	b2760	2882630	2884138	G7430-MONOMER	WELL-CHARACTERIZED
EG12119	b1233	1288674	1289132	EG12119-MONOMER	UNCHARACTERIZED
G7425	b2755	2878855	2879772	G7425-MONOMER	WELL-CHARACTERIZED
G0-8875	b4459	4277926	4278066	SRAL-RNA	PARTIAL
EG11380	b0978	1037740	1039284	APPC-MONOMER	WELL-CHARACTERIZED
EG10292	b4292	4516764	4517717	EG10292-MONOMER	PARTIAL
EG11203	b3865	4050133	4050765	EG11203-MONOMER	WELL-CHARACTERIZED
EG11662	b1931	2009821	2010489	EG11662-MONOMER	WELL-CHARACTERIZED
G7879	b4248	4472814	4473209	G7879-MONOMER	UNCHARACTERIZED
EG11495	b3511	3656995	3657567	EG11495-MONOMER	PARTIAL
EG12234	b3499	3645385	3646227	EG12234-MONOMER	WELL-CHARACTERIZED
G7276	b2446	2562111	2562527	G7276-MONOMER	UNCHARACTERIZED
EG10935	b1916	1996110	1996832	PD02198	PARTIAL
EG11396	b3843	4024988	4026481	EG11396-MONOMER	WELL-CHARACTERIZED
EG11665	b3057	3203310	3204131	EG11665-MONOMER	WELL-CHARACTERIZED
G7409	b2700	2823849	2824346	G7409-MONOMER	WELL-CHARACTERIZED
G7146	b2174	2268854	2269567	G7146-MONOMER	WELL-CHARACTERIZED
G0-16657	b4640	2067360	2067892		
G6674	b1342	1408050	1409033	G6674-MONOMER	WELL-CHARACTERIZED
EG30085	b3968	4166659	4168200	RRSB-RRNA	WELL-CHARACTERIZED
EG11737	b0198	220968	221621	METI-MONOMER	WELL-CHARACTERIZED
EG12124	b2309	2426006	2426788	HISJ-MONOMER	WELL-CHARACTERIZED
G0-10544		2996372	2997600	MONOMER0-4257	PARTIAL
EG10127	b1711	1794172	1795152	BTUC-MONOMER	WELL-CHARACTERIZED
G7712	b3343	3474678	3474965	G7712-MONOMER	WELL-CHARACTERIZED
G7326	b2531	2661643	2662131	G7326-MONOMER	WELL-CHARACTERIZED
EG11013	b1274	1331048	1333645	EG11013-MONOMER	WELL-CHARACTERIZED
G6438	b0838	879854	880480	G6438-MONOMER	PARTIAL
EG10755	b4226	4449122	4449652	INORGPYROPHOSPHAT-MONOMER	WELL-CHARACTERIZED
EG30042	b3797	3982509	3982585	hisR-tRNA	WELL-CHARACTERIZED
G7515	b2915	3059381	3059611	G7515-MONOMER	
EG11359	b3335	3465543	3466220	EG11359-MONOMER	WELL-CHARACTERIZED
EG11465	b3818	4002813	4003193	EG11465-MONOMER	UNCHARACTERIZED
EG10804	b1676	1755698	1757110	PKI-MONOMER	WELL-CHARACTERIZED
G6828	b1555	1640054	1640365	G6828-MONOMER	UNCHARACTERIZED
EG10785	b1204	1257929	1258513	EG10785-MONOMER	WELL-CHARACTERIZED
G6967	b1781	1864782	1865636	G6967-MONOMER	WELL-CHARACTERIZED
EG10474	b2725	2849974	2850435	EG10474-MONOMER	PARTIAL
EG10964	b0693	718262	720460	ORNDECARBOXDEG-MONOMER	WELL-CHARACTERIZED
G0-10563	b4552	3623887	3624132		
EG30071	b3971	4171637	4171756	RRFB-RRNA	WELL-CHARACTERIZED
EG12240	b3513	3659232	3660389	EG12240-MONOMER	WELL-CHARACTERIZED
EG11493	b1096	1153300	1154109	ADCLY-MONOMER	WELL-CHARACTERIZED
EG10733	b0400	417889	419184	PHOR-MONOMER	WELL-CHARACTERIZED
EG10596	b1176	1225385	1226080	EG10596-MONOMER	WELL-CHARACTERIZED
G7945	b4358	4595990	4597012	G7945-MONOMER	WELL-CHARACTERIZED
G6456	b0872	911182	912150	G6456-MONOMER	PARTIAL
EG12194	b0999	1062550	1062855	EG12194-MONOMER	PARTIAL
G0-10604	b4614	3722077	3722111		
G6256	b0479	503476	504696	FSR-MONOMER	WELL-CHARACTERIZED
G6676	b1345	1412000	1413235	G6676-MONOMER	PARTIAL
G6844	b1586	1657565	1657870	G6844-MONOMER	UNCHARACTERIZED
G0-10698		1670949	1671136		
G6453	b0868	905740	906753	G6453-MONOMER	PARTIAL
G6968	b1782	1865726	1866472	G6968-MONOMER	WELL-CHARACTERIZED
EG30106	b1231	1287538	1287622	tyrT-tRNA	WELL-CHARACTERIZED
EG11398	b3510	3656408	3656740	EG11398-MONOMER	WELL-CHARACTERIZED
G6912	b1686	1765222	1765632	G6912-MONOMER	WELL-CHARACTERIZED
G7306	b2489	2610706	2611464	MONOMER0-151	PARTIAL
EG12221	b3475	3612969	3613556	EG12221-MONOMER	WELL-CHARACTERIZED
EG10538	b3457	3595477	3596403	LIVH-MONOMER	WELL-CHARACTERIZED
EG10523	b0051	51609	52430	EG10523-MONOMER	WELL-CHARACTERIZED
G6385	b0716	747921	748982	G6385-MONOMER	PARTIAL
EG11479	b3839	4022736	4023512	EG11479-MONOMER	WELL-CHARACTERIZED
G7072	b1988	2061016	2061933	G7072-MONOMER	WELL-CHARACTERIZED
EG10209	b3809	3994762	3995586	DIAMINOPIMEPIM-MONOMER	WELL-CHARACTERIZED
EG11605	b3284	3431991	3432464	EG11605-MONOMER	UNCHARACTERIZED
G0-16662	b4760	3808166	3808238	RNA0-390	PARTIAL
EG10799	b2500	2622234	2622872	GART-MONOMER	WELL-CHARACTERIZED
EG12376	b2410	2526946	2527944	EG12376-MONOMER	PARTIAL
EG30062	b2814	2947387	2947463	metZ-tRNA	WELL-CHARACTERIZED
EG11093	b0389	406979	407170	EG11093-MONOMER	UNCHARACTERIZED
G6604	b1164	1215789	1216025	G6604-MONOMER	PARTIAL
EG10230	b0145	160149	160604	EG10230-MONOMER	WELL-CHARACTERIZED
EG10386	b0811	847258	848004	GLNH-MONOMER	WELL-CHARACTERIZED
EG11865	b3901	4093124	4093438	EG11865-MONOMER	WELL-CHARACTERIZED
EG10958	b4062	4277060	4277383	PD00406	WELL-CHARACTERIZED
G0-16724	b4729	294918	295142	MONOMER0-4406	UNCHARACTERIZED
EG10278	b3845	4027609	4028772	FADA-MONOMER	WELL-CHARACTERIZED
EG10042	b0111	119281	120135	EG10042-MONOMER	UNCHARACTERIZED
G6644	b1297	1359490	1360908	G6644-MONOMER	WELL-CHARACTERIZED
G6787	b1497	1579633	1580790	G6787-MONOMER	PARTIAL
EG10556	b4032	4242626	4243516	MALG-MONOMER	WELL-CHARACTERIZED
EG10947	b0893	939428	940720	SERS-MONOMER	WELL-CHARACTERIZED
G6742	b1431	1502457	1503125	G6742-MONOMER	UNCHARACTERIZED
EG12150	b1992	2064479	2065222	COBS-MONOMER	WELL-CHARACTERIZED
G7194	b2302	2420621	2421268	G7194-MONOMER	WELL-CHARACTERIZED
G7265	b2430	2548102	2549406	G7265-MONOMER	WELL-CHARACTERIZED
G6622	b1193	1243180	1243791	G6622-MONOMER	WELL-CHARACTERIZED
EG11653	b3807	3993739	3994059	EG11653-MONOMER	WELL-CHARACTERIZED
EG10309	b4312	4540957	4541559	EG10309-MONOMER	WELL-CHARACTERIZED
EG11298	b3248	3397785	3398378	EG11298-MONOMER	PARTIAL
EG10874	b3231	3378223	3378651	EG10874-MONOMER	WELL-CHARACTERIZED
G7559	b3002	3148977	3149471	G7559-MONOMER	UNCHARACTERIZED
EG11789	b2051	2125743	2126222	GDPMANMANHYDRO-MONOMER	PARTIAL
EG11880	b3930	4119423	4120349	DMK-MONOMER	WELL-CHARACTERIZED
EG30022	b1989	2062260	2062335	asnV-tRNA	WELL-CHARACTERIZED
EG11371	b2560	2697915	2698550	EG11371-MONOMER	WELL-CHARACTERIZED
EG12111	b2742	2867614	2868753	EG12111-MONOMER	PARTIAL
G6173	b0303	318331	318567	G6173-MONOMER	PARTIAL
EG30017	b3796	3982375	3982451	argX-tRNA	WELL-CHARACTERIZED
EG11768	b0503	530132	531226	EG11768-MONOMER	WELL-CHARACTERIZED
EG11811	b4187	4414275	4415900	EG11811-MONOMER	WELL-CHARACTERIZED
G7767	b3472	3609955	3610512	G7767-MONOMER	PARTIAL
EG12148	b2943	3088284	3089678	GALP-MONOMER	WELL-CHARACTERIZED
G0-17112	b4434	1987843	1988001	RNA0-430	WELL-CHARACTERIZED
EG11720	b3710	3891615	3892790	YIDY-MONOMER	PARTIAL
G7869	b4212	4434113	4434493	G7869-MONOMER	PARTIAL
G7015	b1843	1925440	1926096	G7015-MONOMER	PARTIAL
EG30053	b4270	4496405	4496489	leuX-tRNA	WELL-CHARACTERIZED
G7191	b2299	2418634	2419176	G7191-MONOMER	PARTIAL
G0-17034	b4788	3573660	3573701	MONOMER0-4500	UNCHARACTERIZED
G7460	b2832	2970420	2971133	G7460-MONOMER	UNCHARACTERIZED
G6193	b0328	345666	346337	G6193-MONOMER	PARTIAL
G0-17024	b4778	1961837	1961881	MONOMER0-4490	UNCHARACTERIZED
G0-17019	b4773	1407989	1408036	MONOMER0-4485	UNCHARACTERIZED
EG12712	b2687	2814218	2814733	EG12712-MONOMER	WELL-CHARACTERIZED
G0-16674	b4688	290510	290638	MONOMER0-4436	UNCHARACTERIZED
G6586	b1142	1201069	1201380	G6586-MONOMER	UNCHARACTERIZED
EG11149	b2479	2599906	2600478	EG11149-MONOMER	WELL-CHARACTERIZED
G7369	b2634	2769703	2770404	G7369-MONOMER	PARTIAL
G0-10595	b4604	2303606	2303770	MONOMER0-2823	UNCHARACTERIZED
EG10431	b0475	498055	499017	PROTOHEME-FERROCHELAT-MONOMER	WELL-CHARACTERIZED
G6332	b0603	636716	637618	G6332-MONOMER	PARTIAL
EG10136	b3056	3201891	3203129	EG10136-MONOMER	WELL-CHARACTERIZED
EG10269	b3404	3534516	3535868	ENVZ-MONOMER	WELL-CHARACTERIZED
G6314	b0559	579880	580086	G6314-MONOMER	UNCHARACTERIZED
EG12883	b2987	3134872	3136371	PITB-MONOMER	WELL-CHARACTERIZED
G7546	b2980	3128272	3129036	G7546-MONOMER	WELL-CHARACTERIZED
G6830	b1559	1642489	1643241	G6830-MONOMER	PARTIAL
EG12219	b3473	3610516	3611733	YHHS-MONOMER	PARTIAL
EG12544	b4279	4504058	4505275	YJHB-MONOMER	PARTIAL
G7137	b2105	2185524	2185796	G7137-MONOMER	PARTIAL
EG10742	b0931	989154	990356	NICOTINATEPRIBOSYLTRANS-MONOMER	WELL-CHARACTERIZED
EG11289	b2147	2235265	2236500	EG11289-MONOMER	WELL-CHARACTERIZED
G0-16742	b4748	1632890	1633003	MONOMER0-4425	UNCHARACTERIZED
G7588	b3050	3192208	3192837	G7588-MONOMER	PARTIAL
EG12190	b2437	2554130	2555182	EG12190-MONOMER	PARTIAL
EG11884	b1430	1501562	1502155	EG11884-MONOMER	WELL-CHARACTERIZED
EG10954	b1656	1735378	1735959	SUPEROX-DISMUTFE-MONOMER	WELL-CHARACTERIZED
G6309	b0554	577398	577613	G6309-MONOMER	PARTIAL
EG10545	b0181	202560	203348	UDPNACETYLGLUCOSAMACYLTRANS-MONOMER	WELL-CHARACTERIZED
EG10370	b2515	2640686	2641804	EG10370-MONOMER	WELL-CHARACTERIZED
G7866	b4209	4431321	4431983	G7866-MONOMER	WELL-CHARACTERIZED
EG11808	b1848	1930457	1930747	EG11808-MONOMER	PARTIAL
EG10333	b4151	4379007	4379366	FUM-MEMB2	WELL-CHARACTERIZED
EG12518	b4485	4451058	4452560	YTFR-MONOMER	PARTIAL
EG10255	b2209	2303905	2304393	EG10255-MONOMER	PARTIAL
