Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization
yobI	b4677	1946115	1946180	uncharacterized protein YobI	UNCHARACTERIZED
pyrH	b0171	191855	192580	UMP kinase	WELL-CHARACTERIZED
arfB	b0191	214833	215255	peptidyl-tRNA hydrolase, ribosome rescue factor	WELL-CHARACTERIZED
chaA	b1216	1270749	1271849	Na<sup>+</sup>/K<sup>+</sup>:H<sup>+</sup> antiporter ChaA	WELL-CHARACTERIZED
rybA	b4416	852725	853064	small RNA RybA	PARTIAL
bsmA	b4189	4416441	4416770	DUF1471 domain-containing putative lipoprotein BsmA	PARTIAL
roxA	b1128	1187119	1188240	50S ribosomal protein L16-arginine 3-hydroxylase	WELL-CHARACTERIZED
phnO	b4093	4315104	4315538	aminoalkylphosphonate <i>N</i>-acetyltransferase	WELL-CHARACTERIZED
yjgW	b4274	4499599	4499934		
yihM	b3873	4061165	4062145	putative TIM barrel domain-containing protein YihM	PARTIAL
uspA	b3495	3640111	3640545	universal stress protein A	PARTIAL
astD	b1746	1828256	1829734	aldehyde dehydrogenase	WELL-CHARACTERIZED
yjhQ	b4307	4533239	4533784	KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ	PARTIAL
patD	b1444	1515578	1517002	&gamma;-aminobutyraldehyde dehydrogenase	WELL-CHARACTERIZED
truC	b2791	2923002	2923784	tRNA pseudouridine<sup>65</sup> synthase	WELL-CHARACTERIZED
sufS	b1680	1759303	1760523	L-cysteine desulfurase	WELL-CHARACTERIZED
pheM	b1715	1799226	1799270	<i>pheST-ihfA</i> operon leader peptide	PARTIAL
mazE	b2783	2911091	2911339	antitoxin of the MazF-MazE toxin-antitoxin system MazE	WELL-CHARACTERIZED
dusB	b3260	3410280	3411245	tRNA-dihydrouridine synthase B	WELL-CHARACTERIZED
fliT	b1926	2005713	2006078	flagellar biosynthesis protein FliT	PARTIAL
xisE	b1141	1200787	1201032	e14 prophage; putative excisionase	PARTIAL
rplY	b2185	2282517	2282801	50S ribosomal subunit protein L25	WELL-CHARACTERIZED
eptB	b3546	3708784	3710475	phosphoethanolamine transferase EptB	WELL-CHARACTERIZED
manX	b1817	1902048	1903019	mannose-specific PTS enzyme IIAB component	WELL-CHARACTERIZED
ompG	b1319	1381947	1382852	outer membrane porin G	WELL-CHARACTERIZED
codB	b0336	354922	356181	cytosine transporter	WELL-CHARACTERIZED
bioH	b3412	3544074	3544844	pimeloyl-acyl carrier protein methyl ester esterase	WELL-CHARACTERIZED
motB	b1889	1975329	1976255	motility protein B	PARTIAL
rrsC	b3756	3941808	3943349	16S ribosomal RNA	WELL-CHARACTERIZED
fliE	b1937	2012700	2013014	flagellar protein FliE	PARTIAL
insH11	b3505	3652182	3653162	IS<i>5</i> transposase and trans-activator	PARTIAL
bglB	b3721	3902289	3903701	6-phospho-&beta;-glucosidase B	PARTIAL
sucC	b0728	763014	764180	succinyl-CoA synthetase subunit &beta;	WELL-CHARACTERIZED
ynjD	b1756	1838747	1839400	putative ABC transporter ATP-binding protein YnjD	PARTIAL
yhfK	b3358	3486791	3488893	putative transporter YhfK	PARTIAL
fucP	b2801	2934235	2935551	L-fucose:H+ symporter	WELL-CHARACTERIZED
ydgH	b1604	1678427	1679371	DUF1471 domain-containing protein YdgH	UNCHARACTERIZED
rng	b3247	3396326	3397795	RNase G	WELL-CHARACTERIZED
yhcG	b3220	3367827	3368954	DUF1016 domain-containing protein YhcG	UNCHARACTERIZED
fdx	b2525	2656748	2657083	oxidized ferredoxin // reduced ferredoxin	WELL-CHARACTERIZED
ftnA	b1905	1988716	1989213	ferritin iron storage protein	WELL-CHARACTERIZED
panZ	b3459	3597984	3598367	acetyl-CoA-bound PanD maturation factor // PanD maturation factor	WELL-CHARACTERIZED
fadD	b1805	1888061	1889746	long-chain-fatty-acid&mdash;CoA ligase	WELL-CHARACTERIZED
ghxQ	b4464	3027121	3028488	guanine/hypoxanthine transporter GhxQ	WELL-CHARACTERIZED
dmsD	b1591	1664506	1665120	redox enzyme maturation protein DmsD	WELL-CHARACTERIZED
b0538	b0538	565972	566532		
yicR	b3638	3811891	3812559	RadC-like JAB domain-containing protein YicR	UNCHARACTERIZED
fucK	b2803	2937468	2938886	L-fuculokinase	WELL-CHARACTERIZED
flu	b2000	2071539	2074658	CP4-44 prophage; self recognizing antigen 43 (Ag43) autotransporter	WELL-CHARACTERIZED
rfbA	b2039	2110138	2111019	glucose-1-phosphate thymidylyltransferase 1	WELL-CHARACTERIZED
orn	b4162	4391604	4392149	oligoribonuclease	WELL-CHARACTERIZED
yiaA	b3562	3726924	3727361	PF05360 family inner membrane protein YiaA	PARTIAL
etk	b0981	1042030	1044210	protein-tyrosine kinase Etk	WELL-CHARACTERIZED
yehC	b2110	2190926	2191645	putative fimbrial chaperone YehC	PARTIAL
rlmN	b2517	2643129	2644283	23S rRNA m<sup>2</sup>A2503 methyltransferase/tRNA m<sup>2</sup>A37 methyltransferase	WELL-CHARACTERIZED
rpsP	b2609	2745937	2746185	30S ribosomal subunit protein S16	WELL-CHARACTERIZED
b3007	b3007	3151977	3152132		
arfA	b4550	3438431	3438649	alternative ribosome-rescue factor A	WELL-CHARACTERIZED
ypaB	b4605	2344594	2344737	protein YpaB	UNCHARACTERIZED
rzpD	b0556	578107	578568	DLP12 prophage; putative prophage endopeptidase RzpD	PARTIAL
sgbE	b3583	3750086	3750781	L-ribulose-5-phosphate 4-epimerase SgbE	WELL-CHARACTERIZED
xapA	b2407	2524045	2524878	xanthosine phosphorylase	WELL-CHARACTERIZED
cmk	b0910	961201	961884	cytidylate kinase	WELL-CHARACTERIZED
ychE	b1242	1298598	1299245	MarC family putative inner membrane protein YchE	PARTIAL
yqaB	b2690	2816937	2817503	fructose-1-phosphate phosphatase YqaB	PARTIAL
kbaZ	b3132	3278914	3280194	putative tagatose-1,6-bisphosphate aldolase 1 chaperone	PARTIAL
yibT	b4554	3776171	3776380	protein YibT	UNCHARACTERIZED
putP	b1015	1079305	1080813	proline:Na<sup>+</sup> symporter	WELL-CHARACTERIZED
rpsH	b3306	3446153	3446545	30S ribosomal subunit protein S8	WELL-CHARACTERIZED
hyaB	b0973	1033254	1035047	hydrogenase 1 large subunit	WELL-CHARACTERIZED
ychH	b1205	1258791	1259069	stress-induced protein	PARTIAL
ydiE	b1705	1789613	1789804	PF10636 family protein YdiE	PARTIAL
umpH	b0675	699574	700326	UMP phosphatase	WELL-CHARACTERIZED
mgtT	b4775	1622741	1622845	protein MgtT	UNCHARACTERIZED
hxpA	b2293	2411439	2412089	hexitol phosphatase A	WELL-CHARACTERIZED
pdeC	b4061	4275471	4277057	cyclic di-GMP phosphodiesterase PdeC	PARTIAL
dnaK	b0014	12163	14079	chaperone protein DnaK	WELL-CHARACTERIZED
yhhL	b3466	3604979	3605248	DUF1145 domain-containing protein YhhL	UNCHARACTERIZED
cysQ	b4214	4436755	4437495	3'(2'),5'-bisphosphate nucleotidase	WELL-CHARACTERIZED
sibA	b4436	2153311	2153454	small RNA SibA	PARTIAL
satP	b0010	9928	10494	acetate/succinate:H<sup>+</sup> symporter	WELL-CHARACTERIZED
katE	b1732	1813867	1816128	catalase HPII	WELL-CHARACTERIZED
sohB	b1272	1329332	1330381	S49 peptidase family protein	PARTIAL
ytgA	b4800	4486105	4486155	protein YtgA	UNCHARACTERIZED
fadR	b1187	1234938	1235657	DNA-binding transcriptional dual regulator FadR	PARTIAL
opgC	b1047	1107784	1108941	osmoregulated periplasmic glucans (OPG) biosynthesis protein C	WELL-CHARACTERIZED
yjgZ	b4277	4501260	4501589	KpLE2 phage-like element; uncharacterized protein YjgZ	UNCHARACTERIZED
fliC	b1923	2002110	2003606	flagellar filament structural protein	WELL-CHARACTERIZED
mdaB	b3028	3172530	3173111	NADPH:quinone oxidoreductase MdaB	PARTIAL
dppD	b3541	3702865	3703848	dipeptide ABC transporter ATP binding subunit DppD	WELL-CHARACTERIZED
insA9	b4709	258345	258620	IS1 repressor TnpA	PARTIAL
flgL	b1083	1140033	1140986	flagellar hook-filament junction protein 3	WELL-CHARACTERIZED
djlB	b0646	677415	678842	J domain-containing protein DjlB	UNCHARACTERIZED
ygjP	b3085	3235960	3236463	putative metal-dependent hydrolase	PARTIAL
bglJ	b4366	4604160	4604837	DNA-binding transcriptional regulator BglJ	WELL-CHARACTERIZED
rdlA	b4420	1269323	1269389	putative antisense regulatory RNA RdlA	PARTIAL
prfH	b0236	253702	254202	putative peptide chain release factor	
cspH	b0989	1050963	1051175	CspA family protein CspH	UNCHARACTERIZED
uup	b0949	1009964	1011871	ATP-binding protein Uup	WELL-CHARACTERIZED
bisC	b3551	3714061	3716394	biotin sulfoxide reductase	PARTIAL
ymgC	b1167	1216748	1216996	protein YmgC	UNCHARACTERIZED
ygfT	b2887	3029012	3030931	putative oxidoreductase YgfT	PARTIAL
ygdG	b2798	2931055	2931810	flap endonuclease	WELL-CHARACTERIZED
ycfJ	b1110	1167599	1168138	PF05433 family protein YcfJ	PARTIAL
fixC	b0043	44180	45466	putative oxidoreductase FixC	PARTIAL
ypdJ	b4545	2476094	2476234	CPS-53 (KpLE1) prophage; putative uncharacterized protein YpdJ	UNCHARACTERIZED
nagB	b0678	702811	703611	glucosamine-6-phosphate deaminase	WELL-CHARACTERIZED
trxC	b2582	2718735	2719154	thioredoxin 2<sub>oxidized</sub> // thioredoxin 2	WELL-CHARACTERIZED
rdsA	b3492	3636208	3637410	ribosomal dihydrouridine synthase A	WELL-CHARACTERIZED
yceI	b1056	1117901	1118476	protein YceI	UNCHARACTERIZED
asnA	b3744	3927155	3928147	asparagine synthetase A	WELL-CHARACTERIZED
cadA	b4131	4356470	4358617	lysine decarboxylase 1	WELL-CHARACTERIZED
wecA	b3784	3967916	3969019	UDP-<i>N</i>-acetylglucosamine&mdash;undecaprenyl-phosphate <i>N</i>-acetylglucosaminephosphotransferase	WELL-CHARACTERIZED
ftsP	b3017	3161257	3162669	cell division protein FtsP	PARTIAL
yhjV	b3539	3700563	3701834	putative transporter YhjV	PARTIAL
phnG	b4101	4321244	4321696	carbon-phosphorus lyase core complex subunit PhnG	PARTIAL
ompF	b0929	985894	986982	outer membrane porin F	WELL-CHARACTERIZED
insK	b3558	3721198	3722049	IS150 conserved protein InsB	UNCHARACTERIZED
sdhC	b0721	755177	755566	succinate:quinone oxidoreductase, membrane protein SdhC	WELL-CHARACTERIZED
yoaL	b4751	1901573	1901731	protein YoaL	UNCHARACTERIZED
moaC	b0783	818570	819055	cyclic pyranopterin monophosphate synthase	WELL-CHARACTERIZED
rcdA	b0846	887423	887959	DNA binding transcriptional dual regulator RcdA	WELL-CHARACTERIZED
ffs	b0455	476448	476561	signal recognition particle 4.5S RNA	WELL-CHARACTERIZED
yhdX	b3269	3420134	3421315	putative ABC transporter membrane subunit YhdX	PARTIAL
yfcA	b2327	2444751	2445560	putative transporter YfcA	PARTIAL
cyoD	b0429	447717	448046	cytochrome <i>bo</i><sub>3</sub> subunit 4	WELL-CHARACTERIZED
allH	b0520	549627	550442	oxamate carbamoyltransferase subunit AllH	PARTIAL
ampG	b0433	452070	453545	muropeptide:H<sup>+</sup> symporter	WELL-CHARACTERIZED
lysZ	b0748	781369	781444	tRNA-Lys(UUU)	WELL-CHARACTERIZED
torS	b0993	1053434	1056178	sensor histidine kinase TorS	WELL-CHARACTERIZED
ypjK	b2635	2770445	2770681	CP4-57 prophage; uncharacterized protein YpjK	UNCHARACTERIZED
yajR	b0427	445302	446666	putative transport protein YajR	PARTIAL
lysW	b0745	780843	780918	tRNA-Lys(UUU)	WELL-CHARACTERIZED
ldtE	b1678	1757721	1758725	L,D-transpeptidase LdtE	WELL-CHARACTERIZED
yahF	b0320	336778	338325	putative acyl-CoA synthetase YahF	PARTIAL
rluE	b1135	1194298	1194951	23S rRNA pseudouridine<sup>2457</sup> synthase	WELL-CHARACTERIZED
ynfN	b1551	1637954	1638109	Qin prophage; protein YnfN	UNCHARACTERIZED
metG	b2114	2194300	2196333	methionine&mdash;tRNA ligase	WELL-CHARACTERIZED
ypdK	b4680	2496921	2496992	uncharacterized membrane protein YpdK	UNCHARACTERIZED
yrdF	b4697	3404495	3404637		
kdpA	b0698	727059	728732	K<sup>+</sup> transporting P-type ATPase subunit KdpA	WELL-CHARACTERIZED
caiF	b0034	34300	34695	DNA-binding transcriptional activator CaiF	WELL-CHARACTERIZED
treA	b1197	1245679	1247376	periplasmic trehalase	WELL-CHARACTERIZED
ybhD	b0768	799622	800575	putative DNA-binding transcriptional regulator YbhD	PARTIAL
entC	b0593	624885	626060	isochorismate synthase EntC	WELL-CHARACTERIZED
abgR	b1339	1404741	1405649	putative LysR-type DNA-binding transcriptional regulator AbgR	PARTIAL
holC	b4259	4483837	4484280	DNA polymerase III subunit &chi;	WELL-CHARACTERIZED
insD5	b3045	3186510	3187415	IS2 insertion element protein InsB	UNCHARACTERIZED
livM	b3456	3594203	3595480	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM	WELL-CHARACTERIZED
sufD	b1681	1760520	1761791	Fe-S cluster scaffold complex subunit SufD	WELL-CHARACTERIZED
mioC	b3742	3926012	3926455	flavoprotein MioC	WELL-CHARACTERIZED
ydjK	b1775	1858850	1860229	putative transporter YdjK	PARTIAL
ydcZ	b1447	1517882	1518331	putative transport protein YdcZ	PARTIAL
pntA	b1603	1676371	1677903	pyridine nucleotide transhydrogenase subunit &alpha;	WELL-CHARACTERIZED
pepD	b0237	254259	255716	peptidase D	WELL-CHARACTERIZED
wza	b2062	2136104	2137243	outer membrane polysaccharide export protein Wza	WELL-CHARACTERIZED
envY	b0566	586147	586908	DNA-binding transcriptional activator EnvY	PARTIAL
pqiA	b0950	1012001	1013254	intermembrane transport protein PqiA	PARTIAL
yieK	b3718	3898671	3899393	putative glucosamine-6-phosphate deaminase YieK	PARTIAL
qorA	b4051	4263248	4264231	putative quinone oxidoreductase 1	PARTIAL
rep	b3778	3960677	3962698	ATP-dependent DNA helicase Rep	WELL-CHARACTERIZED
nth	b1633	1711523	1712158	endonuclease III	WELL-CHARACTERIZED
lfhA	b0229	248358	250070	flagellar system protein, promoterless fragment	
b1367	b1367	1426055	1426288		
ecnB	b4411	4376553	4376699	bacteriolytic entericidin B lipoprotein	PARTIAL
aspC	b0928	984519	985709	aspartate aminotransferase	WELL-CHARACTERIZED
creC	b4399	4636696	4638120	sensory histidine kinase CreC	WELL-CHARACTERIZED
fimC	b4316	4544304	4545029	type 1 fimbriae periplasmic chaperone	WELL-CHARACTERIZED
sraA		458728	458784	small RNA SraA	UNCHARACTERIZED
rcsD	b2216	2313488	2316160	RcsD-<i>N</i>-phospho-L-histidine // RcsD phosphotransferase	WELL-CHARACTERIZED
yihY	b3886	4076146	4077018	PF03631 family membrane protein YihY	UNCHARACTERIZED
nrfE	b4074	4291512	4293170	putative cytochrome c-type biogenesis protein NrfE	PARTIAL
ptsH	b2415	2533764	2534021	phosphocarrier HPr-<i>N</i><sup>&pi;</sup>-phospho-L-histidine // phosphocarrier protein HPr	WELL-CHARACTERIZED
narW	b1466	1536614	1537309	NarW, putative private chaperone for NarZ nitrate reductase subunit	PARTIAL
ynjF	b1758	1840783	1841403	CDP-alcohol phosphatidyltransferase domain-containing protein YnjF	UNCHARACTERIZED
tfaP	b1155	1208132	1208545	e14 prophage; putative tail fiber assembly protein TfaP	PARTIAL
malH	b4807	4242531	4242633	small regulatory RNA MalH	WELL-CHARACTERIZED
tadA	b2559	2697354	2697857	tRNA adenosine<sup>34</sup> deaminase	WELL-CHARACTERIZED
waaO	b3627	3802039	3803058	UDP-D-glucose:(glucosyl)LPS &alpha;-1,3-glucosyltransferase	WELL-CHARACTERIZED
yjbB	b4020	4227731	4229362	putative inorganic phosphate export protein YjbB	WELL-CHARACTERIZED
gltD	b3213	3359198	3360616	glutamate synthase subunit GltD	WELL-CHARACTERIZED
agaW	b3134	3280701	3281102	<I>N</I>-acetyl-D-galactosamine specific PTS truncated enzyme IIC component	
tfaD	b0561	581534	582097	DLP12 prophage; putative tail fiber assembly protein TfaD	PARTIAL
nanC	b4311	4538785	4539501	<i>N</i>-acetylneuraminate outer membrane channel	WELL-CHARACTERIZED
pbpC	b2519	2645013	2647325	peptidoglycan glycosyltransferase PbpC	WELL-CHARACTERIZED
gcvT	b2905	3049573	3050667	aminomethyltransferase	WELL-CHARACTERIZED
glyW	b1911	1992042	1992117	tRNA-Gly(GCC)	WELL-CHARACTERIZED
serV	b2695	2818553	2818645	tRNA-Ser(GCU)	WELL-CHARACTERIZED
yfjD	b4461	2748774	2750060	UPF0053 family inner membrane protein YfjD	UNCHARACTERIZED
valS	b4258	4480982	4483837	valine&mdash;tRNA ligase	WELL-CHARACTERIZED
damX	b3388	3516020	3517306	cell division protein DamX	WELL-CHARACTERIZED
efeU	b4490	1081356	1082185	inactive ferrous iron permease EfeU	
yjeJ	b4145	4373365	4374234	protein YjeJ	UNCHARACTERIZED
add	b1623	1702233	1703234	adenosine deaminase	WELL-CHARACTERIZED
glxK	b0514	541888	543033	glycerate 2-kinase 2	WELL-CHARACTERIZED
cyoC	b0430	448046	448660	cytochrome <i>bo</i><sub>3</sub> subunit 3	WELL-CHARACTERIZED
fabH	b1091	1148759	1149712	3-oxoacyl-[acyl carrier protein] synthase 3	WELL-CHARACTERIZED
leuV	b4368	4606079	4606165	tRNA-Leu(CAG)	WELL-CHARACTERIZED
rcsA	b1951	2023968	2024591	DNA-binding transcriptional activator RcsA	PARTIAL
yqjA	b3095	3247773	3248435	DedA family protein YqjA	PARTIAL
ydfD	b1576	1649794	1649985	Qin prophage; lysis protein	PARTIAL
dnaC	b4361	4600238	4600975	DNA replication protein DnaC	WELL-CHARACTERIZED
hcaD	b2542	2672047	2673249	putative 3-phenylpropionate/cinnamate dioxygenase ferredoxin reductase subunit	WELL-CHARACTERIZED
nanT	b3224	3371084	3372574	<i>N</i>-acetylneuraminate:H<sup>+</sup> symporter	WELL-CHARACTERIZED
agaB	b3138	3284170	3284646	galactosamine-specific PTS enzyme IIB component	WELL-CHARACTERIZED
bluF	b1163	1214264	1215475	blue light- and temperature-regulated antirepressor BluF	WELL-CHARACTERIZED
ugpC	b3450	3588110	3589180	<i>sn</i>-glycerol 3-phosphate ABC transporter ATP binding subunit	WELL-CHARACTERIZED
yfdN	b2357	2472387	2472881	CPS-53 (KpLE1) prophage; uncharacterized protein YfdN	UNCHARACTERIZED
rpsK	b3297	3441709	3442098	30S ribosomal subunit protein S11	WELL-CHARACTERIZED
sbcD	b0398	415750	416952	ATP-dependent structure-specific DNA nuclease - SbcD subunit	WELL-CHARACTERIZED
yoaG	b1796	1879403	1879585	DUF1869 domain-containing protein YoaG	UNCHARACTERIZED
oweE	b4692	1204170	1204403	phage replication protein	
ykgQ	b4631	317439	317567		
yqgH	b4785	3109317	3109400	protein YqgH	UNCHARACTERIZED
dusA	b4049	4261669	4262706	tRNA-dihydrouridine synthase A	WELL-CHARACTERIZED
mukF	b0922	974319	975641	chromosome partitioning protein MukF	WELL-CHARACTERIZED
ymfT	b1146	1203024	1203224	e14 prophage; putative DNA-binding transcriptional regulator YmfT	PARTIAL
yhbY	b3180	3327790	3328083	ribosome assembly factor YhbY	WELL-CHARACTERIZED
cspB	b1557	1641339	1641554	Qin prophage; cold shock-like protein CspB	WELL-CHARACTERIZED
yajD	b0410	430605	430952	HNH nuclease family protein YajD	UNCHARACTERIZED
ybcM	b0546	571454	572251	DLP12 prophage; putative DNA-binding transcriptional regulator	PARTIAL
yffM	b2444	2561368	2561613	CPZ-55 prophage; uncharacterized protein YffM	UNCHARACTERIZED
yiiM	b3910	4102822	4103496	6-hydroxyaminopurine reductase	WELL-CHARACTERIZED
zntR	b3292	3438705	3439130	DNA-binding transcriptional activator ZntR	WELL-CHARACTERIZED
intB	b4271	4496750	4497940	KpLE2 phage-like element; putative integrase	
glnE	b3053	3196801	3199641	fused glutamine synthetase deadenylase/glutamine synthetase adenylyltransferase	WELL-CHARACTERIZED
b0609	b0609	643407	643868		
ybjM	b0848	890089	890466	putative inner membrane protein	UNCHARACTERIZED
hcaB	b2541	2671225	2672037	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	WELL-CHARACTERIZED
hyfJ	b2490	2611457	2611870	putative hydrogenase 4 assembly protein	PARTIAL
ypdF	b2385	2505547	2506632	aminopeptidase YpdF	WELL-CHARACTERIZED
yejB	b2178	2274179	2275273	putative oligopeptide ABC transporter membrane subunit YejB	WELL-CHARACTERIZED
slyB	b1641	1719876	1720343	outer membrane lipoprotein SlyB	UNCHARACTERIZED
hcaR	b2537	2668006	2668896	DNA-binding transcriptional dual regulator HcaR	WELL-CHARACTERIZED
glnL	b3869	4055290	4056339	protein histidine kinase NtrB	WELL-CHARACTERIZED
gloA	b1651	1727837	1728244	lactoylglutathione lyase	WELL-CHARACTERIZED
flhC	b1891	1977266	1977844	DNA-binding transcriptional dual regulator FlhC	WELL-CHARACTERIZED
ygaC	b2671	2799650	2799994	DUF2002 domain-containing protein YgaC	UNCHARACTERIZED
ysaB	b4553	3725413	3725712	putative lipoprotein YsaB	UNCHARACTERIZED
pfkA	b3916	4107552	4108514	6-phosphofructokinase 1	WELL-CHARACTERIZED
dicC	b1569	1647620	1647850	Qin prophage; putative DNA-binding transcriptional regulator DicC	PARTIAL
ybfK	b4590	720583	720840		
zapA	b2910	3055612	3055941	cell division protein ZapA	WELL-CHARACTERIZED
glmS	b3729	3911839	3913668	L-glutamine&mdash;D-fructose-6-phosphate aminotransferase	WELL-CHARACTERIZED
yoeH	b4641	2068261	2068419		
xylG	b3567	3732201	3733742	xylose ABC transporter ATP binding subunit	WELL-CHARACTERIZED
mogA	b0009	9306	9893	molybdopterin adenylyltransferase	WELL-CHARACTERIZED
rssB	b1235	1290242	1291255	RssB-P // regulator of RpoS	WELL-CHARACTERIZED
endA	b2945	3090347	3091054	DNA-specific endonuclease I	WELL-CHARACTERIZED
nanY	b4280	4505287	4506405	KpLE2 phage-like element; 2,7-anhydro-<i>N</i>-acetylneuraminate hydratase	WELL-CHARACTERIZED
mmuM	b0261	276715	277647	CP4-6 prophage; homocysteine <i>S</i>-methyltransferase	WELL-CHARACTERIZED
yeaH	b1784	1868955	1870238	DUF444 domain-containing protein YeaH	PARTIAL
insAB6		3583483	3584180	InsAB' transposase	PARTIAL
rof	b0189	213678	213932	modulator of Rho-dependent transcription termination	PARTIAL
ydeE	b1534	1621332	1622519	dipeptide exporter	WELL-CHARACTERIZED
lfgB	b2644	2776386	2776868	CP4-57 prophage protease	PARTIAL
nhaB	b1186	1233176	1234717	Na<sup>+</sup>:H<sup>+</sup> antiporter NhaB	WELL-CHARACTERIZED
citE	b0616	649582	650490	citrate lyase &beta; subunit	WELL-CHARACTERIZED
ghoS	b4128	4352584	4352880	antitoxin of the GhoTS toxin-antitoxin system	PARTIAL
pdeL	b0315	332371	333459	DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL	WELL-CHARACTERIZED
nadR	b4390	4627315	4628547	DNA-binding transcriptional repressor/NMN adenylyltransferase NadR	WELL-CHARACTERIZED
ygfB	b2909	3054866	3055444	PF03695 family protein YgfB	UNCHARACTERIZED
yeiB	b2152	2241810	2242967	DUF418 domain-containing protein YeiB	UNCHARACTERIZED
nc1		297137	297304	small noncoding RNA involved in nucleoid organization	PARTIAL
fbaB	b2097	2177512	2178564	fructose-bisphosphate aldolase class I	WELL-CHARACTERIZED
insE4	b1027	1095138	1095437	IS3 element protein InsE	UNCHARACTERIZED
mpaA	b1326	1389870	1390598	murein tripeptide amidase A	WELL-CHARACTERIZED
ytfF	b4210	4432091	4433056	inner membrane protein YtfF	UNCHARACTERIZED
ydiY	b1722	1805325	1806083	acid-inducible putative outer membrane protein YdiY	PARTIAL
fimH	b4320	4548808	4549710	type 1 fimbriae D-mannose specific adhesin	WELL-CHARACTERIZED
uspD	b3923	4113293	4113721	universal stress protein D	PARTIAL
yrfG	b3399	3528669	3529337	purine nucleotidase	WELL-CHARACTERIZED
glgS	b3049	3191739	3191939	surface composition regulator	PARTIAL
yhiS	b3504			putative uncharacterized protein YhiS	
kilS	b4833	1418405	1418502	Rac prophage; small RNA KilS	PARTIAL
gntP	b4321	4549953	4551296	fructuronate transporter	WELL-CHARACTERIZED
allF	b0518	546680	548347	oxamate carbamoyltransferase subunit AllF	WELL-CHARACTERIZED
cpxP	b4484	4105820	4106320	periplasmic protein CpxP	UNCHARACTERIZED
fis	b3261	3411271	3411567	DNA-binding transcriptional dual regulator Fis	WELL-CHARACTERIZED
ccmH	b2194	2291358	2292410	holocytochrome <I>c</I> synthase CcmH component	WELL-CHARACTERIZED
hicA	b4532	1509286	1509462	mRNA interferase toxin HicA	WELL-CHARACTERIZED
smpB	b2620	2754896	2755378	SsrA-binding protein	WELL-CHARACTERIZED
yaaY	b0024	21181	21399	DUF2575 domain-containing protein YaaY	UNCHARACTERIZED
parE	b3030	3173504	3175396	DNA topoisomerase IV subunit B	PARTIAL
letB	b1834	1917510	1920143	lipophilic envelope spanning tunnel	PARTIAL
pphB	b2734	2859760	2860416	phosphoprotein phosphatase 2	PARTIAL
glnQ	b0809	845741	846463	L-glutamine ABC transporter ATP binding subunit	WELL-CHARACTERIZED
speA	b2938	3083935	3085911	biosynthetic arginine decarboxylase	WELL-CHARACTERIZED
ybeT	b0647	678852	679406	Sel1 repeat-containing protein YbeT	UNCHARACTERIZED
gltV	b4008	4209774	4209849	tRNA-Glu(UUC)	WELL-CHARACTERIZED
ansP	b1453	1524481	1525980	L-asparagine transporter	PARTIAL
ybhP	b0790	823736	824497	endonuclease/exonuclease/phosphatase domain-containing protein YbhP	PARTIAL
gatA	b2094	2174597	2175049	galactitol-specific PTS enzyme IIA component	WELL-CHARACTERIZED
ribB	b3041	3183813	3184466	3,4-dihydroxy-2-butanone-4-phosphate synthase	WELL-CHARACTERIZED
atpE	b3737	3920950	3921189	ATP synthase F<sub>o</sub> complex subunit c	WELL-CHARACTERIZED
marR	b1530	1619120	1619554	DNA-binding transcriptional repressor MarR	WELL-CHARACTERIZED
yaaJ	b0007	6529	7959	putative transporter YaaJ	PARTIAL
rsxG	b1631	1710204	1710824	SoxR [2Fe-2S] reducing system flavoprotein RsxG	WELL-CHARACTERIZED
zapD	b0102	111856	112599	cell division factor ZapD	WELL-CHARACTERIZED
agaI	b3141	3286270	3287025	putative deaminase AgaI	PARTIAL
xtpA	b4845	345252	345434	putative transcriptional regulator XtpA	PARTIAL
glpX	b3925	4114569	4115579	fructose-1,6-bisphosphatase 2	WELL-CHARACTERIZED
nudC	b3996	4196903	4197676	RNA decapping hydrolase	WELL-CHARACTERIZED
kbaY	b3137	3283143	3284003	tagatose-1,6-bisphosphate aldolase 1	WELL-CHARACTERIZED
rtcR	b3422	3558268	3559866	DNA-binding transcriptional activator RtcR	PARTIAL
hypC	b2728	2851864	2852136	hydrogenase maturation factor HypC	WELL-CHARACTERIZED
yphH	b2550	2682863	2684056	putative DNA-binding transcriptional regulator, NAGC-like	PARTIAL
yfdC	b2347	2465301	2466233	inner membrane protein YfdC	UNCHARACTERIZED
ypjB	b2649	2783638	2784429	DUF5508 domain-containing protein YpjB	UNCHARACTERIZED
pssL	b4782	2722702	2722743	protein PssL	UNCHARACTERIZED
srsR	b2921	3066277	3067173	DNA-binding transcriptional activator YgfI	PARTIAL
yciK	b1271	1328354	1329112	putative oxidoreductase	PARTIAL
hdfR	b4480	3947128	3947967	DNA-binding transcriptional dual regulator HdfR	WELL-CHARACTERIZED
lon	b0439	458888	461242	Lon protease	WELL-CHARACTERIZED
ykfJ	b0235	253467	253733	RNA ligase superfamily protein YkfJ	
xapB	b2406	2522729	2523985	xanthosine:H+ symporter XapB	WELL-CHARACTERIZED
